Time,Voltage
1083.392,0.11923
1083.456,0.119237
1083.52,0.119238
1083.584,0.119241
1083.648,0.119237
1083.712,0.119239
1083.776,0.119237
1083.84,0.119227
1083.904,0.119222
1083.968,0.11923
1084.032,0.119232
1084.096,0.119238
1084.16,0.119244
1084.224,0.119248
1084.288,0.11925
1084.352,0.119254
1084.416,0.119259
1084.48,0.119256
1084.544,0.119257
1084.608,0.119254
1084.672,0.119253
1084.736,0.119247
1084.8,0.119241
1084.864,0.119241
1084.928,0.119243
1084.992,0.119235
1085.056,0.119226
1085.12,0.119225
1085.184,0.119224
1085.248,0.119225
1085.312,0.119229
1085.376,0.119228
1085.44,0.119227
1085.504,0.119222
1085.568,0.11921
1085.632,0.119204
1085.696,0.119196
1085.76,0.119189
1085.824,0.119177
1085.888,0.119179
1085.952,0.119181
1086.016,0.119181
1086.08,0.119182
1086.144,0.119191
1086.208,0.119188
1086.272,0.119181
1086.336,0.11919
1086.4,0.119201
1086.464,0.119208
1086.528,0.119213
1086.592,0.119222
1086.656,0.119228
1086.72,0.119239
1086.784,0.119249
1086.848,0.119268
1086.912,0.119279
1086.976,0.11931
1087.04,0.119357
1087.104,0.119409
1087.168,0.119473
1087.232,0.119566
1087.296,0.11969
1087.36,0.120057
1087.424,0.120319
1087.488,0.120645
1087.552,0.121037
1087.616,0.121519
1087.68,0.122105
1087.744,0.122797
1087.808,0.123616
1087.872,0.124562
1087.936,0.12565
1088,0.126892
1088.064,0.128286
1088.128,0.131518
1088.192,0.133356
1088.256,0.135311
1088.32,0.137361
1088.384,0.139477
1088.448,0.141642
1088.512,0.143813
1088.576,0.145963
1088.64,0.148047
1088.704,0.150015
1088.768,0.151852
1088.832,0.154943
1088.896,0.156147
1088.96,0.157109
1089.024,0.157806
1089.088,0.158228
1089.152,0.158386
1089.216,0.158288
1089.28,0.157932
1089.344,0.157346
1089.408,0.156541
1089.472,0.155535
1089.536,0.154362
1089.6,0.15162
1089.664,0.150101
1089.728,0.148525
1089.792,0.146914
1089.856,0.145289
1089.92,0.143652
1089.984,0.142047
1090.048,0.140479
1090.112,0.138945
1090.176,0.137482
1090.24,0.13609
1090.304,0.133513
1090.368,0.132328
1090.432,0.131237
1090.496,0.130232
1090.56,0.129296
1090.624,0.128427
1090.688,0.127632
1090.752,0.126906
1090.816,0.126242
1090.88,0.125648
1090.944,0.125104
1091.008,0.124148
1091.072,0.123734
1091.136,0.123363
1091.2,0.123025
1091.264,0.122725
1091.328,0.122457
1091.392,0.122198
1091.456,0.12197
1091.52,0.121767
1091.584,0.121585
1091.648,0.121417
1091.712,0.121261
1091.776,0.120995
1091.84,0.120875
1091.904,0.120768
1091.968,0.120667
1092.032,0.120579
1092.096,0.120499
1092.16,0.120427
1092.224,0.120356
1092.288,0.120288
1092.352,0.120226
1092.416,0.120171
1092.48,0.12006
1092.544,0.120015
1092.608,0.119985
1092.672,0.119945
1092.736,0.119903
1092.8,0.119856
1092.864,0.119826
1092.928,0.119802
1092.992,0.11977
1093.056,0.119734
1093.12,0.119707
1093.184,0.119692
1093.248,0.119651
1093.312,0.119634
1093.376,0.11961
1093.44,0.119596
1093.504,0.11958
1093.568,0.119563
1093.632,0.119546
1093.696,0.119531
1093.76,0.119515
1093.824,0.119501
1093.888,0.119488
1093.952,0.119468
1094.016,0.119465
1094.08,0.119456
1094.144,0.119447
1094.208,0.119436
1094.272,0.119426
1094.336,0.119424
1094.4,0.119423
1094.464,0.119414
1094.528,0.119415
1094.592,0.119412
1094.656,0.119401
1094.72,0.11939
1094.784,0.119385
1094.848,0.119381
1094.912,0.11938
1094.976,0.11938
1095.04,0.119369
1095.104,0.119364
1095.168,0.119355
1095.232,0.119346
1095.296,0.11934
1095.36,0.119333
1095.424,0.119333
1095.488,0.11933
1095.552,0.119325
1095.616,0.119321
1095.68,0.119319
1095.744,0.119315
1095.808,0.119312
1095.872,0.119307
1095.936,0.119306
1096,0.119304
1096.064,0.119294
1096.128,0.119291
1096.192,0.119284
1096.256,0.119286
1096.32,0.119279
1096.384,0.119279
1096.448,0.119282
1096.512,0.119277
1096.576,0.119271
1096.64,0.119267
1096.704,0.119269
1096.768,0.119266
1096.832,0.119264
1096.896,0.119262
1096.96,0.119263
1097.024,0.119256
1097.088,0.119254
1097.152,0.119249
1097.216,0.119252
1097.28,0.119257
1097.344,0.119253
1097.408,0.119254
1097.472,0.119254
1097.536,0.119252
1097.6,0.119248
1097.664,0.119241
1097.728,0.119244
1097.792,0.119242
1097.856,0.11924
1097.92,0.119238
1097.984,0.119244
1098.048,0.119244
1098.112,0.119248
1098.176,0.119245
1098.24,0.11924
1098.304,0.119235
1098.368,0.119233
1098.432,0.11923
1098.496,0.119223
1098.56,0.119221
1098.624,0.119226
1098.688,0.119219
1098.752,0.119214
1098.816,0.119215
1098.88,0.119213
1098.944,0.119218
1099.008,0.119226
1099.072,0.119234
1099.136,0.119232
1099.2,0.11923
1099.264,0.119217
1099.328,0.119217
1099.392,0.11923
1099.456,0.119236
1099.52,0.119231
1099.584,0.119223
1099.648,0.119217
1099.712,0.119222
1099.776,0.119225
1099.84,0.119223
1099.904,0.119225
1099.968,0.119225
1100.032,0.119225
1100.096,0.11923
1100.16,0.119232
1100.224,0.11923
1100.288,0.119237
1100.352,0.119231
1100.416,0.119229
1100.48,0.119224
1100.544,0.119215
1100.608,0.11922
1100.672,0.119217
1100.736,0.119212
1100.8,0.119215
1100.864,0.11921
1100.928,0.11921
1100.992,0.119201
1101.056,0.119202
1101.12,0.119203
1101.184,0.119198
1101.248,0.119193
1101.312,0.119185
1101.376,0.119184
1101.44,0.119185
1101.504,0.119178
1101.568,0.119175
1101.632,0.119173
1101.696,0.119173
1101.76,0.119172
1101.824,0.119172
1101.888,0.119163
1101.952,0.119152
1102.016,0.119156
1102.08,0.119159
1102.144,0.119154
1102.208,0.119149
1102.272,0.119148
1102.336,0.119143
1102.4,0.119151
1102.464,0.119166
1102.528,0.11916
1102.592,0.119156
1102.656,0.119157
1102.72,0.11915
1102.784,0.119152
1102.848,0.119162
1102.912,0.119169
1102.976,0.119173
1103.04,0.119178
1103.104,0.119175
1103.168,0.119174
1103.232,0.119173
1103.296,0.119171
1103.36,0.119178
1103.424,0.119184
1103.488,0.119188
1103.552,0.119189
1103.616,0.119187
1103.68,0.119192
1103.744,0.119192
1103.808,0.119188
1103.872,0.119194
1103.936,0.119199
1104,0.119198
1104.064,0.119191
1104.128,0.119191
1104.192,0.119192
1104.256,0.119192
1104.32,0.119197
1104.384,0.119192
1104.448,0.119179
1104.512,0.119175
1104.576,0.119178
1104.64,0.119179
1104.704,0.119176
1104.768,0.119163
1104.832,0.119163
1104.896,0.119162
1104.96,0.119156
1105.024,0.119158
1105.088,0.119159
1105.152,0.119155
1105.216,0.119151
1105.28,0.119148
1105.344,0.119148
1105.408,0.119143
1105.472,0.119142
1105.536,0.119144
1105.6,0.119147
1105.664,0.119139
1105.728,0.11914
1105.792,0.119138
1105.856,0.119133
1105.92,0.119132
1105.984,0.119126
1106.048,0.11912
1106.112,0.119113
1106.176,0.119108
1106.24,0.119107
1106.304,0.119115
1106.368,0.119122
1106.432,0.11912
1106.496,0.119131
1106.56,0.119139
1106.624,0.119141
1106.688,0.119141
1106.752,0.119133
1106.816,0.119131
1106.88,0.119134
1106.944,0.119127
1107.008,0.119123
1107.072,0.119122
1107.136,0.119124
1107.2,0.119106
1107.264,0.119108
1107.328,0.119115
1107.392,0.119119
1107.456,0.119125
1107.52,0.119116
1107.584,0.11911
1107.648,0.119112
1107.712,0.119116
1107.776,0.119115
1107.84,0.119116
1107.904,0.119111
1107.968,0.119107
1108.032,0.119109
1108.096,0.119098
1108.16,0.119097
1108.224,0.119097
1108.288,0.1191
1108.352,0.119104
1108.416,0.119104
1108.48,0.119107
1108.544,0.1191
1108.608,0.119091
1108.672,0.119093
1108.736,0.119088
1108.8,0.11909
1108.864,0.119094
1108.928,0.119099
1108.992,0.119101
1109.056,0.119099
1109.12,0.119097
1109.184,0.119093
1109.248,0.119093
1109.312,0.119088
1109.376,0.119078
1109.44,0.11908
1109.504,0.119076
1109.568,0.119068
1109.632,0.119069
1109.696,0.119066
1109.76,0.119069
1109.824,0.119069
1109.888,0.119068
1109.952,0.119071
1110.016,0.119072
1110.08,0.119074
1110.144,0.11907
1110.208,0.119071
1110.272,0.11908
1110.336,0.11909
1110.4,0.119087
1110.464,0.119087
1110.528,0.119094
1110.592,0.119096
1110.656,0.119091
1110.72,0.119089
1110.784,0.119089
1110.848,0.119085
1110.912,0.119077
1110.976,0.119075
1111.04,0.119071
1111.104,0.119064
1111.168,0.119063
1111.232,0.119058
1111.296,0.119065
1111.36,0.11907
1111.424,0.119071
1111.488,0.119071
1111.552,0.119078
1111.616,0.119067
1111.68,0.119061
1111.744,0.119054
1111.808,0.119056
1111.872,0.11905
1111.936,0.119045
1112,0.119039
1112.064,0.119031
1112.128,0.119031
1112.192,0.119028
1112.256,0.119029
1112.32,0.119016
1112.384,0.119018
1112.448,0.119021
1112.512,0.11902
1112.576,0.119015
1112.64,0.119012
1112.704,0.119008
1112.768,0.119008
1112.832,0.119012
1112.896,0.119011
1112.96,0.119011
1113.024,0.119003
1113.088,0.118994
1113.152,0.118994
1113.216,0.118998
1113.28,0.118999
1113.344,0.118996
1113.408,0.118999
1113.472,0.119001
1113.536,0.119
1113.6,0.119
1113.664,0.118997
1113.728,0.11899
1113.792,0.118982
1113.856,0.118983
1113.92,0.118981
1113.984,0.118985
1114.048,0.11899
1114.112,0.118992
1114.176,0.118985
1114.24,0.118986
1114.304,0.118983
1114.368,0.118976
1114.432,0.118974
1114.496,0.118962
1114.56,0.118963
1114.624,0.118959
1114.688,0.118956
1114.752,0.118951
1114.816,0.118952
1114.88,0.118946
1114.944,0.118946
1115.008,0.118952
1115.072,0.118951
1115.136,0.118945
1115.2,0.118956
1115.264,0.118948
1115.328,0.118952
1115.392,0.118959
1115.456,0.11896
1115.52,0.118963
1115.584,0.118975
1115.648,0.118985
1115.712,0.118989
1115.776,0.118994
1115.84,0.118986
1115.904,0.118995
1115.968,0.118997
1116.032,0.119007
1116.096,0.11902
1116.16,0.119024
1116.224,0.119014
1116.288,0.11901
1116.352,0.119007
1116.416,0.119004
1116.48,0.118999
1116.544,0.118999
1116.608,0.119003
1116.672,0.119003
1116.736,0.119008
1116.8,0.119006
1116.864,0.119007
1116.928,0.119008
1116.992,0.119009
1117.056,0.119006
1117.12,0.119001
1117.184,0.118999
1117.248,0.119006
1117.312,0.119004
1117.376,0.119007
1117.44,0.119
1117.504,0.119001
1117.568,0.119003
1117.632,0.119001
1117.696,0.119002
1117.76,0.119001
1117.824,0.119002
1117.888,0.118999
1117.952,0.119
1118.016,0.118997
1118.08,0.118998
1118.144,0.118994
1118.208,0.118988
1118.272,0.118983
1118.336,0.118992
1118.4,0.118993
1118.464,0.118984
1118.528,0.118979
1118.592,0.118988
1118.656,0.118986
1118.72,0.118984
1118.784,0.118987
1118.848,0.11898
1118.912,0.118971
1118.976,0.118965
1119.04,0.118963
1119.104,0.118967
1119.168,0.118964
1119.232,0.118962
1119.296,0.118965
1119.36,0.11896
1119.424,0.11896
1119.488,0.118964
1119.552,0.118958
1119.616,0.118951
1119.68,0.118954
1119.744,0.118957
1119.808,0.118951
1119.872,0.118938
1119.936,0.118935
1120,0.118936
1120.064,0.11893
1120.128,0.118937
1120.192,0.118946
1120.256,0.11894
1120.32,0.118933
1120.384,0.118933
1120.448,0.118932
1120.512,0.118937
1120.576,0.118929
1120.64,0.118933
1120.704,0.118927
1120.768,0.118924
1120.832,0.118915
1120.896,0.118908
1120.96,0.118912
1121.024,0.118914
1121.088,0.118904
1121.152,0.118914
1121.216,0.118916
1121.28,0.118922
1121.344,0.118924
1121.408,0.118921
1121.472,0.118927
1121.536,0.118927
1121.6,0.118933
1121.664,0.118941
1121.728,0.118956
1121.792,0.118978
1121.856,0.119006
1121.92,0.119031
1121.984,0.119072
1122.048,0.119118
1122.112,0.119172
1122.176,0.119238
1122.24,0.119308
1122.304,0.119389
1122.368,0.119492
1122.432,0.119611
1122.496,0.11975
1122.56,0.119916
1122.624,0.120317
1122.688,0.120575
1122.752,0.120881
1122.816,0.12121
1122.88,0.121595
1122.944,0.12204
1123.008,0.122537
1123.072,0.123098
1123.136,0.123715
1123.2,0.124397
1123.264,0.125157
1123.328,0.126925
1123.392,0.127928
1123.456,0.12901
1123.52,0.130185
1123.584,0.131435
1123.648,0.132767
1123.712,0.134184
1123.776,0.135671
1123.84,0.137239
1123.904,0.138878
1123.968,0.140575
1124.032,0.142329
1124.096,0.145957
1124.16,0.147817
1124.224,0.149683
1124.288,0.151554
1124.352,0.153416
1124.416,0.155258
1124.48,0.157069
1124.544,0.15883
1124.608,0.160517
1124.672,0.162132
1124.736,0.163665
1124.8,0.16642
1124.864,0.167647
1124.928,0.16875
1124.992,0.169731
1125.056,0.170581
1125.12,0.171289
1125.184,0.171867
1125.248,0.172298
1125.312,0.172588
1125.376,0.172752
1125.44,0.172786
1125.504,0.172445
1125.568,0.172092
1125.632,0.171628
1125.696,0.171058
1125.76,0.170384
1125.824,0.16961
1125.888,0.168761
1125.952,0.167829
1126.016,0.166825
1126.08,0.165767
1126.144,0.164669
1126.208,0.163517
1126.272,0.161102
1126.336,0.159862
1126.4,0.158596
1126.464,0.157321
1126.528,0.15604
1126.592,0.154755
1126.656,0.153482
1126.72,0.152213
1126.784,0.150966
1126.848,0.149743
1126.912,0.148537
1126.976,0.146212
1127.04,0.145093
1127.104,0.144002
1127.168,0.142939
1127.232,0.141909
1127.296,0.140915
1127.36,0.139964
1127.424,0.139041
1127.488,0.138155
1127.552,0.137307
1127.616,0.13648
1127.68,0.135687
1127.744,0.134202
1127.808,0.133508
1127.872,0.132834
1127.936,0.132192
1128,0.131586
1128.064,0.131006
1128.128,0.130454
1128.192,0.129933
1128.256,0.129438
1128.32,0.128968
1128.384,0.128519
1128.448,0.127683
1128.512,0.127309
1128.576,0.12695
1128.64,0.126604
1128.704,0.126276
1128.768,0.125959
1128.832,0.125662
1128.896,0.125386
1128.96,0.125118
1129.024,0.124858
1129.088,0.124614
1129.152,0.124382
1129.216,0.123968
1129.28,0.123762
1129.344,0.123572
1129.408,0.123394
1129.472,0.123222
1129.536,0.123062
1129.6,0.122912
1129.664,0.122759
1129.728,0.122616
1129.792,0.122472
1129.856,0.122337
1129.92,0.1221
1129.984,0.121984
1130.048,0.121873
1130.112,0.121763
1130.176,0.121669
1130.24,0.121582
1130.304,0.121491
1130.368,0.1214
1130.432,0.121312
1130.496,0.121237
1130.56,0.121161
1130.624,0.121087
1130.688,0.120962
1130.752,0.120895
1130.816,0.120835
1130.88,0.12078
1130.944,0.120721
1131.008,0.120662
1131.072,0.120606
1131.136,0.120547
1131.2,0.120498
1131.264,0.120447
1131.328,0.1204
1131.392,0.120321
1131.456,0.120284
1131.52,0.12025
1131.584,0.120217
1131.648,0.120181
1131.712,0.120147
1131.776,0.12011
1131.84,0.120085
1131.904,0.120057
1131.968,0.120032
1132.032,0.120016
1132.096,0.119988
1132.16,0.119956
1132.224,0.119935
1132.288,0.119916
1132.352,0.119894
1132.416,0.119879
1132.48,0.119861
1132.544,0.119833
1132.608,0.119818
1132.672,0.119798
1132.736,0.119777
1132.8,0.119767
1132.864,0.119733
1132.928,0.119719
1132.992,0.119707
1133.056,0.119692
1133.12,0.119673
1133.184,0.119662
1133.248,0.119649
1133.312,0.119635
1133.376,0.11962
1133.44,0.119607
1133.504,0.119586
1133.568,0.119575
1133.632,0.119539
1133.696,0.119524
1133.76,0.11952
1133.824,0.119511
1133.888,0.119498
1133.952,0.119488
1134.016,0.119477
1134.08,0.119469
1134.144,0.119468
1134.208,0.119461
1134.272,0.119456
1134.336,0.119442
1134.4,0.119429
1134.464,0.119421
1134.528,0.119415
1134.592,0.119405
1134.656,0.119393
1134.72,0.119387
1134.784,0.119378
1134.848,0.119367
1134.912,0.119355
1134.976,0.119345
1135.04,0.11934
1135.104,0.119323
1135.168,0.119316
1135.232,0.119317
1135.296,0.119309
1135.36,0.119297
1135.424,0.119291
1135.488,0.119284
1135.552,0.119281
1135.616,0.119269
1135.68,0.119263
1135.744,0.119264
1135.808,0.119238
1135.872,0.119233
1135.936,0.11923
1136,0.11923
1136.064,0.119229
1136.128,0.119221
1136.192,0.119225
1136.256,0.119225
1136.32,0.11923
1136.384,0.119231
1136.448,0.11923
1136.512,0.119225
1136.576,0.119218
1136.64,0.119217
1136.704,0.119197
1136.768,0.11919
1136.832,0.119194
1136.896,0.119182
1136.96,0.119176
1137.024,0.119171
1137.088,0.119172
1137.152,0.11916
1137.216,0.119157
1137.28,0.119155
1137.344,0.119146
1137.408,0.119143
1137.472,0.119137
1137.536,0.11914
1137.6,0.119131
1137.664,0.119121
1137.728,0.119115
1137.792,0.119108
1137.856,0.119109
1137.92,0.119115
1137.984,0.119123
1138.048,0.119134
1138.112,0.11914
1138.176,0.119143
1138.24,0.11915
1138.304,0.11915
1138.368,0.119146
1138.432,0.119142
1138.496,0.119139
1138.56,0.119134
1138.624,0.119141
1138.688,0.119145
1138.752,0.11914
1138.816,0.119136
1138.88,0.119132
1138.944,0.119122
1139.008,0.119121
1139.072,0.119125
1139.136,0.119128
1139.2,0.119122
1139.264,0.119111
1139.328,0.119113
1139.392,0.119109
1139.456,0.119099
1139.52,0.119094
1139.584,0.119084
1139.648,0.119081
1139.712,0.119081
1139.776,0.119076
1139.84,0.11907
1139.904,0.119068
1139.968,0.119068
1140.032,0.119063
1140.096,0.119062
1140.16,0.11906
1140.224,0.119052
1140.288,0.119054
1140.352,0.119051
1140.416,0.119051
1140.48,0.119052
1140.544,0.11905
1140.608,0.119054
1140.672,0.119055
1140.736,0.119054
1140.8,0.119054
1140.864,0.119059
1140.928,0.119048
1140.992,0.11905
1141.056,0.119051
1141.12,0.119051
1141.184,0.119048
1141.248,0.119049
1141.312,0.119048
1141.376,0.119048
1141.44,0.119044
1141.504,0.11905
1141.568,0.119046
1141.632,0.119046
1141.696,0.119033
1141.76,0.119028
1141.824,0.119028
1141.888,0.119025
1141.952,0.119024
1142.016,0.11902
1142.08,0.11902
1142.144,0.11901
1142.208,0.119
1142.272,0.118997
1142.336,0.118996
1142.4,0.118992
1142.464,0.118993
1142.528,0.118997
1142.592,0.119007
1142.656,0.119019
1142.72,0.119023
1142.784,0.119026
1142.848,0.119026
1142.912,0.119022
1142.976,0.119022
1143.04,0.119021
1143.104,0.11901
1143.168,0.119001
1143.232,0.119
1143.296,0.118998
1143.36,0.118997
1143.424,0.119001
1143.488,0.119004
1143.552,0.119009
1143.616,0.119011
1143.68,0.119011
1143.744,0.119012
1143.808,0.119013
1143.872,0.119016
1143.936,0.119014
1144,0.119019
1144.064,0.119017
1144.128,0.119016
1144.192,0.11901
1144.256,0.119006
1144.32,0.119003
1144.384,0.119002
1144.448,0.118999
1144.512,0.118996
1144.576,0.119003
1144.64,0.118994
1144.704,0.119004
1144.768,0.119004
1144.832,0.119005
1144.896,0.119006
1144.96,0.119001
1145.024,0.118991
1145.088,0.118983
1145.152,0.118973
1145.216,0.118972
1145.28,0.118978
1145.344,0.11898
1145.408,0.118977
1145.472,0.118975
1145.536,0.118968
1145.6,0.118965
1145.664,0.118974
1145.728,0.118974
1145.792,0.118966
1145.856,0.118968
1145.92,0.118975
1145.984,0.118977
1146.048,0.118978
1146.112,0.118984
1146.176,0.118979
1146.24,0.118973
1146.304,0.11897
1146.368,0.118971
1146.432,0.118975
1146.496,0.118977
1146.56,0.118971
1146.624,0.118966
1146.688,0.11896
1146.752,0.118957
1146.816,0.118958
1146.88,0.118963
1146.944,0.118957
1147.008,0.118953
1147.072,0.118952
1147.136,0.118944
1147.2,0.118942
1147.264,0.118939
1147.328,0.11894
1147.392,0.118934
1147.456,0.118929
1147.52,0.118936
1147.584,0.118928
1147.648,0.118924
1147.712,0.118916
1147.776,0.118918
1147.84,0.118918
1147.904,0.118916
1147.968,0.118916
1148.032,0.118923
1148.096,0.118928
1148.16,0.118929
1148.224,0.118933
1148.288,0.118935
1148.352,0.118935
1148.416,0.118934
1148.48,0.118934
1148.544,0.118937
1148.608,0.11894
1148.672,0.118941
1148.736,0.118939
1148.8,0.118937
1148.864,0.118935
1148.928,0.118938
1148.992,0.118933
1149.056,0.118925
1149.12,0.118928
1149.184,0.118929
1149.248,0.118933
1149.312,0.118932
1149.376,0.118929
1149.44,0.118925
1149.504,0.118919
1149.568,0.118915
1149.632,0.118912
1149.696,0.118914
1149.76,0.118908
1149.824,0.11891
1149.888,0.11891
1149.952,0.118903
1150.016,0.118894
1150.08,0.118893
1150.144,0.118887
1150.208,0.118887
1150.272,0.118882
1150.336,0.118877
1150.4,0.118873
1150.464,0.118867
1150.528,0.118865
1150.592,0.118861
1150.656,0.118869
1150.72,0.118874
1150.784,0.118874
1150.848,0.118873
1150.912,0.118873
1150.976,0.11888
1151.04,0.118883
1151.104,0.118886
1151.168,0.118878
1151.232,0.118875
1151.296,0.118876
1151.36,0.11888
1151.424,0.118879
1151.488,0.118875
1151.552,0.118883
1151.616,0.118882
1151.68,0.11888
1151.744,0.118879
1151.808,0.118883
1151.872,0.118876
1151.936,0.118876
1152,0.118875
1152.064,0.118874
1152.128,0.118877
1152.192,0.11888
1152.256,0.118879
1152.32,0.118877
1152.384,0.118872
1152.448,0.118877
1152.512,0.118878
1152.576,0.118882
1152.64,0.118885
1152.704,0.118888
1152.768,0.118892
1152.832,0.118882
1152.896,0.118884
1152.96,0.118881
1153.024,0.118874
1153.088,0.118885
1153.152,0.118886
1153.216,0.118884
1153.28,0.118888
1153.344,0.118881
1153.408,0.118884
1153.472,0.118882
1153.536,0.118877
1153.6,0.118879
1153.664,0.11888
1153.728,0.118876
1153.792,0.118871
1153.856,0.118876
1153.92,0.11888
1153.984,0.11888
1154.048,0.11888
1154.112,0.118876
1154.176,0.11888
1154.24,0.118886
1154.304,0.118881
1154.368,0.118874
1154.432,0.11888
1154.496,0.11888
1154.56,0.118881
1154.624,0.118877
1154.688,0.118882
1154.752,0.118881
1154.816,0.11888
1154.88,0.118882
1154.944,0.118884
1155.008,0.118877
1155.072,0.118875
1155.136,0.118875
1155.2,0.11888
1155.264,0.118878
1155.328,0.118875
1155.392,0.118872
1155.456,0.118872
1155.52,0.118874
1155.584,0.118875
1155.648,0.118872
1155.712,0.118877
1155.776,0.118878
1155.84,0.118874
1155.904,0.118873
1155.968,0.118879
1156.032,0.118873
1156.096,0.118872
1156.16,0.118874
1156.224,0.118876
1156.288,0.118876
1156.352,0.11888
1156.416,0.118875
1156.48,0.118871
1156.544,0.118874
1156.608,0.11887
1156.672,0.118876
1156.736,0.11888
1156.8,0.118878
1156.864,0.118875
1156.928,0.118873
1156.992,0.118874
1157.056,0.118875
1157.12,0.118883
1157.184,0.118884
1157.248,0.118883
1157.312,0.118875
1157.376,0.118884
1157.44,0.118882
1157.504,0.11888
1157.568,0.11888
1157.632,0.118876
1157.696,0.118884
1157.76,0.118894
1157.824,0.118896
1157.888,0.118897
1157.952,0.118895
1158.016,0.118892
1158.08,0.118897
1158.144,0.118903
1158.208,0.118902
1158.272,0.118892
1158.336,0.118898
1158.4,0.118902
1158.464,0.118898
1158.528,0.118899
1158.592,0.1189
1158.656,0.118901
1158.72,0.118899
1158.784,0.118896
1158.848,0.11889
1158.912,0.11889
1158.976,0.118887
1159.04,0.118892
1159.104,0.118888
1159.168,0.118885
1159.232,0.118885
1159.296,0.118883
1159.36,0.11888
1159.424,0.118878
1159.488,0.118874
1159.552,0.118869
1159.616,0.118871
1159.68,0.118868
1159.744,0.118866
1159.808,0.118865
1159.872,0.118867
1159.936,0.118871
1160,0.118866
1160.064,0.118861
1160.128,0.118852
1160.192,0.118851
1160.256,0.118855
1160.32,0.118853
1160.384,0.118847
1160.448,0.118844
1160.512,0.118844
1160.576,0.11885
1160.64,0.118843
1160.704,0.118845
1160.768,0.118844
1160.832,0.118839
1160.896,0.118841
1160.96,0.118844
1161.024,0.11884
1161.088,0.118835
1161.152,0.118841
1161.216,0.118845
1161.28,0.118844
1161.344,0.118849
1161.408,0.118844
1161.472,0.118845
1161.536,0.118838
1161.6,0.118847
1161.664,0.118851
1161.728,0.118852
1161.792,0.11885
1161.856,0.118851
1161.92,0.118851
1161.984,0.118847
1162.048,0.118851
1162.112,0.118851
1162.176,0.118848
1162.24,0.118856
1162.304,0.118854
1162.368,0.11885
1162.432,0.118852
1162.496,0.118849
1162.56,0.118856
1162.624,0.118859
1162.688,0.118856
1162.752,0.118857
1162.816,0.118863
1162.88,0.118867
1162.944,0.118864
1163.008,0.11886
1163.072,0.118856
1163.136,0.118863
1163.2,0.118864
1163.264,0.11887
1163.328,0.118866
1163.392,0.118862
1163.456,0.118869
1163.52,0.118872
1163.584,0.118866
1163.648,0.118865
1163.712,0.118859
1163.776,0.118859
1163.84,0.118858
1163.904,0.118863
1163.968,0.118862
1164.032,0.118855
1164.096,0.118853
1164.16,0.118846
1164.224,0.118838
1164.288,0.118834
1164.352,0.118838
1164.416,0.118828
1164.48,0.118823
1164.544,0.118824
1164.608,0.118824
1164.672,0.11882
1164.736,0.118814
1164.8,0.118811
1164.864,0.118809
1164.928,0.118808
1164.992,0.118808
1165.056,0.118807
1165.12,0.118806
1165.184,0.118812
1165.248,0.118808
1165.312,0.118814
1165.376,0.118812
1165.44,0.118811
1165.504,0.118814
1165.568,0.118806
1165.632,0.118801
1165.696,0.118806
1165.76,0.1188
1165.824,0.118802
1165.888,0.118806
1165.952,0.118817
1166.016,0.118827
1166.08,0.118825
1166.144,0.118826
1166.208,0.118826
1166.272,0.11882
1166.336,0.11882
1166.4,0.118828
1166.464,0.118832
1166.528,0.11883
1166.592,0.118835
1166.656,0.118838
1166.72,0.118833
1166.784,0.118828
1166.848,0.118832
1166.912,0.118828
1166.976,0.118829
1167.04,0.118839
1167.104,0.118838
1167.168,0.118827
1167.232,0.118819
1167.296,0.118817
1167.36,0.118805
1167.424,0.118795
1167.488,0.118799
1167.552,0.1188
1167.616,0.118799
1167.68,0.118804
1167.744,0.118803
1167.808,0.118796
1167.872,0.118797
1167.936,0.118805
1168,0.118805
1168.064,0.1188
1168.128,0.118799
1168.192,0.118803
1168.256,0.118803
1168.32,0.1188
1168.384,0.1188
1168.448,0.118798
1168.512,0.118796
1168.576,0.11879
1168.64,0.118787
1168.704,0.118786
1168.768,0.118786
1168.832,0.118789
1168.896,0.11879
1168.96,0.118799
1169.024,0.118795
1169.088,0.118791
1169.152,0.118798
1169.216,0.118798
1169.28,0.118796
1169.344,0.118798
1169.408,0.118791
1169.472,0.118796
1169.536,0.118794
1169.6,0.11879
1169.664,0.118789
1169.728,0.118783
1169.792,0.118788
1169.856,0.118793
1169.92,0.118795
1169.984,0.118787
1170.048,0.11878
1170.112,0.11878
1170.176,0.118778
1170.24,0.118775
1170.304,0.118772
1170.368,0.118768
1170.432,0.118773
1170.496,0.118772
1170.56,0.118771
1170.624,0.11877
1170.688,0.118762
1170.752,0.118753
1170.816,0.118751
1170.88,0.118755
1170.944,0.118759
1171.008,0.118751
1171.072,0.118753
1171.136,0.118754
1171.2,0.118753
1171.264,0.118753
1171.328,0.118743
1171.392,0.118739
1171.456,0.118745
1171.52,0.118749
1171.584,0.118749
1171.648,0.118747
1171.712,0.11875
1171.776,0.118746
1171.84,0.118743
1171.904,0.118734
1171.968,0.118729
1172.032,0.118733
1172.096,0.118738
1172.16,0.118742
1172.224,0.118736
1172.288,0.118729
1172.352,0.118733
1172.416,0.118735
1172.48,0.118731
1172.544,0.118726
1172.608,0.118725
1172.672,0.118719
1172.736,0.118718
1172.8,0.118724
1172.864,0.11872
1172.928,0.118722
1172.992,0.118725
1173.056,0.118727
